baseline_threads,cell_A,d4_ms,d4_std_ms,disp3_cutoff_A,efficiency_pct,mode,n_atoms,n_mol,omp_max_threads,p_atm_bar,speedup,threads
1,12.429633119082435,2808.2874341867864,4.749229300265445,12.0,100.0,threads,192,64,None,619.0621968861152,1.0,1
1,12.429633119082435,1457.1136029670015,4.047586859210833,12.0,96.36473877083091,threads,192,64,None,619.0621968861195,1.927294775416618,2
1,12.429633119082435,777.6081742020324,7.62357342074498,12.0,90.28606975063633,threads,192,64,None,619.0621968861275,3.6114427900254533,4
1,12.429633119082435,456.41507799737155,0.9986074684060002,12.0,76.91155402087087,threads,192,64,None,619.0621968861174,6.152924321669669,8
1,12.429633119082435,281.0004385886714,0.9909896298457245,12.0,62.46181163211544,threads,192,64,None,619.0621968861165,9.99388986113847,16
1,12.429633119082435,193.8860985916108,0.33181417946031094,12.0,45.26316376254852,threads,192,64,None,619.0621968861153,14.484212404015526,32
1,12.429633119082435,156.66361339390278,0.1751166814255632,12.0,28.008731707752304,threads,192,64,None,619.0621968861178,17.925588292961475,64
1,12.429633119082435,227.05380460247397,39.45645020042252,12.0,9.662795837311071,threads,192,64,None,619.0621968861175,12.36837867175817,128
